code14,name14,prov14,unit,name_carto,code24,code24_commune,name24,label04,idh04,src04
03.531.05.05.,Rhouazi,Taounate,03.531.05.05.,Rhouazi,35310505,35310505,Commune de Rhouazi,Taounate Ghouazi,0.51,fuzzy
03.531.05.07.,Jbabra,Taounate,03.531.05.07.,Jbabra,35310507,35310507,Commune de Jbabra,Taounate Jbabra,0.486,direct
03.531.05.09.,Loulja,Taounate,03.531.05.09.,Loulja,35310509,35310509,Commune de Loulja,Taounate Loulja,0.468,direct
03.531.05.11.,Mkansa,Taounate,03.531.05.11.,Mkansa,35310511,35310511,Commune de Mkansa,Taounate Mkansa,0.484,direct
03.531.05.13.,Moulay Abdelkrim,Taounate,03.531.05.13.,Moulay Abdelkrim,35310513,35310513,Commune de Moulay Abdelkrim,Taounate Moulay Abdelkrim,0.554,direct
03.531.05.15.,Moulay Bouchta,Taounate,03.531.05.15.,Moulay Bouchta,35310515,35310515,Commune de Moulay Bouchta,Taounate Moulay Bouchta,0.514,direct
03.531.05.17.,Sidi El Abed,Taounate,03.531.05.17.,Sidi El Abed,35310517,35310517,Commune de Sidi El Abed,Taounate Sidi El Abed,0.498,direct
03.531.07.01.,Ain Mediouna,Taounate,03.531.07.01.,Ain Mediouna,35310701,35310701,Commune d'Ain Mediouna,Taounate Ain Mediouna,0.616,direct
03.531.07.03.,Bni Oulid,Taounate,03.531.07.03.,Bni Oulid,35310703,35310703,Commune de Bni Oulid,Taounate Bni Oulid,0.617,direct
03.531.07.05.,Bni Ounjel Tafraout,Taounate,03.531.07.05.,Bni Ounjel Tafraout,35310705,35310705,Commune de Bni Ounjel Tafraout,Taounate Bni Ounjel Tafraout,0.559,direct
03.531.07.07.,Bouadel,Taounate,03.531.07.07.,Bouadel,35310707,35310707,Commune de Bouadel,Taounate Bouadel,0.64,direct
03.531.07.09.,Bouhouda,Taounate,03.531.07.09.,Bouhouda,35310709,35310709,Commune de Bouhouda,Taounate Bouhouda,0.551,direct
03.531.07.11.,Fennassa Bab El Hit,Taounate,03.531.07.11.,Fennassa Bab El Hit,35310711,35310711,Commune de Fennassa Bab El Hit,Taounate Fennassa Bab El Hit,0.531,direct
03.531.07.13.,Khlalfa,Taounate,03.531.07.13.,Khlalfa,35310713,35310713,Commune de Khlalfa,Taounate Khlalfa,0.62,direct
03.531.07.15.,Mezraoua,Taounate,03.531.07.15.,Mezraoua,35310715,35310715,Commune de Mezraoua,Taounate Mezraoua,0.552,direct
03.531.07.17.,Rghioua,Taounate,03.531.07.17.,Rghioua,35310717,35310717,Commune de Rghioua,Taounate Rghioua,0.607,direct
03.531.07.19.,Tamedit,Taounate,03.531.07.19.,Tamedit,35310719,35310719,Commune de Tamedit,Taounate Tamedit,0.543,direct
03.531.07.21.,Zrizer,Taounate,03.531.07.21.,Zrizer,35310721,35310721,Commune de Zrizer,Taounate Zrizer,0.658,direct
03.531.09.01.,Ain Aicha,Taounate,03.531.09.01.,Ain Aicha,35310901,35310901,Commune d'Ain Aicha,Taounate Ain Aicha,0.567,direct
03.531.09.03.,Ain Legdah,Taounate,03.531.09.03.,Ain Legdah,35310903,35310903,Commune d'Ain Legdah,Taounate Ain Legdah,0.536,direct
03.531.09.05.,Ain Maatouf,Taounate,03.531.09.05.,Ain Maatouf,35310905,35310905,Commune d'Ain Maatouf,Taounate Ain Maatouf,0.536,direct
03.531.09.07.,Bouarouss,Taounate,03.531.09.07.,Bouarouss,35310907,35310907,Commune de Bouarouss,Taounate Bouarouss,0.469,direct
03.531.09.09.,El Bsabsa,Taounate,03.531.09.09.,El Bsabsa,35310909,35310909,Commune d'El Bsabsa,Taounate El Bsabsa,0.48,direct
03.531.09.11.,Messassa,Taounate,03.531.09.11.,Messassa,35310911,35310911,Commune de Messassa,Taounate Messassa,0.515,direct
03.531.09.13.,Oued Jemaa,Taounate,03.531.09.13.,Oued Jemaa,35310913,35310913,Commune d'Oued Jemaa,Taounate Oued Jemaa,0.506,direct
03.531.09.15.,Oulad Ayyad,Taounate,03.531.09.15.,Oulad Ayyad,35310915,35310915,Commune d'Oulad Ayyad,Taounate Oulad Ayyad,0.608,direct
03.531.09.17.,Oulad Daoud,Taounate,03.531.09.17.,Oulad Daoud,35310917,35310917,Commune d'Oulad Daoud,Taounate Oulad Daoud,0.527,direct
03.531.09.19.,Outabouabane,Taounate,03.531.09.19.,Outabouabane,35310919,35310919,Commune d'Outabouabane,Taounate Outabouabane,0.55,direct
03.531.09.21.,Ras El Oued,Taounate,03.531.09.21.,Ras El Oued,35310921,35310921,Commune de Ras El Oued,Taounate Ras El Oued,0.517,direct
03.531.09.23.,Sidi M'HamedBen Lahcen,Taounate,03.531.09.23.,Sidi M'Hamed  Ben Lahcen,35310923,35310923,Commune de Sidi M'hamed Ben Lahcen,Taounate Sidi M'Hamed Ben Lahcen,0.506,direct
03.561.01.01.,Aknoul (Mun.),Taza,03.561.01.01.,Aknoul (M),35610101,35610101,Commune d'Aknoul,Taza Aknoul (M),0.665,direct
03.561.01.05.,Oued Amlil (Mun.),Taza,03.561.01.05.,,35610105,35610105,Commune d'Ouad Amlil,Taza Oued Amlil (M),0.715,direct
03.561.01.07.,Tahla (Mun.),Taza,03.561.01.07.,Tahla (M),35610107,35610107,Commune de Tahla,Taza Tahla (M),0.69,direct
03.561.01.11.,Taza (Mun.),Taza,03.561.01.11.,Taza (M),35610111,35610111,Commune de Taza,Taza Taza (M),0.719,direct
03.561.03.01.,Ajdir,Taza,03.561.03.01.,Ajdir,35610301,35610301,Commune d'Ajdir,Taza Ajdir,0.589,direct
03.561.03.03.,Bourd,Taza,03.561.03.03.,Bourd,35610303,35610303,Commune de Bourd,Taza Bourd,0.52,direct
03.561.03.05.,Gzenaya Al Janoubia,Taza,03.561.03.05.,Gzenaya Al Janoubia,35610305,35610305,Commune de Gzenaya Al Janoubia,Taza Gzenaya Al Janoubia,0.53,direct
03.561.03.07.,Jbarna,Taza,03.561.03.07.,Jbarna,35610307,35610307,Commune de Jbarna,Taza Jbarna,0.531,direct
03.561.03.09.,Sidi Ali Bourakba,Taza,03.561.03.09.,Sidi Ali Bourakba,35610309,35610309,Commune de Sidi Ali Bourakba,Taza Sidi Ali Bourakba,0.57,direct
03.561.03.11.,Tizi Ouasli,Taza,03.561.03.11.,Tizi Ouasli,35610311,35610311,Commune de Tizi Ouasli,Taza Tizi Ouasli,0.528,direct
03.561.07.01.,Bni Frassen,Taza,03.561.07.01.,Bni Frassen,35610701,35610701,Commune de Bni Frassen,Taza Bni Frassen,0.551,direct
03.561.07.03.,Bouchfaa,Taza,03.561.07.03.,Bouchfaa,35610703,35610703,Commune de Bouchfaa,Taza Bouchfaa,0.567,direct
03.561.07.05.,Bouhlou,Taza,03.561.07.05.,Bouhlou,35610705,35610705,Commune de Bouhlou,Taza Bouhlou,0.596,direct
03.561.07.07.,Ghiata Al Gharbia,Taza,03.561.07.07.,Ghiata Al Gharbia,35610707,35610707,Commune de Ghiata Al Gharbia,Taza Ghiata Al Gharbia,0.534,direct
03.561.07.09.,Oulad Zbair,Taza,03.561.07.09.,Oulad Zbair,35610709,35610709,Commune d'Oulad Zbair,Taza Oulad Zbair,0.522,direct
03.561.07.11.,Rbaa El Fouki,Taza,03.561.07.11.,Rbaa El Fouki,35610711,35610711,Commune de Rbaa El Fouki,Taza Rbaa El Fouki,0.482,direct
03.561.09.01.,Ait Saghrouchen,Taza,03.561.09.01.,Ait Saghrouchen,35610901,35610901,Commune d'Ait Saghrouchen,Taza Ait Saghrouchen,0.554,direct
03.561.09.03.,Bouyablane,Taza,03.561.09.03.,Bouyablane,35610903,35610903,Commune de Bouyablane,Taza Bouyablane,0.37,direct
03.561.09.07.,Matmata,Taza,03.561.09.07.,Matmata,35610907,35610907,Commune de Matmata,Taza Matmata (AC),0.682,direct
03.561.09.09.,Smià,Taza,03.561.09.09.,Smia,35610909,35610909,Commune de Smia,Taza Smià,0.624,direct
03.561.09.11.,Tazarine,Taza,03.561.09.11.,Tazarine,35610911,35610911,Commune de Tazarine,Taza Tazarine,0.574,direct
03.561.09.13.,Zrarda,Taza,03.561.09.13.,Zrarda,35610913,35610913,Commune de Zrarda,Taza Zrarda,0.573,direct
03.561.11.01.,Bni Ftah,Taza,03.561.11.01.,Bni Ftah,35611101,35611101,Commune de Bni Ftah,Taza Bni Ftah,0.574,direct
03.561.11.03.,Brarha,Taza,03.561.11.03.,Brarha,35611103,35611103,Commune de Brarha,Taza Brarha,0.487,direct
03.561.11.05.,El Gouzate,Taza,03.561.11.05.,El Gouzate,35611105,35611105,Commune d'El Gouzate,Taza El Gouzate,0.53,direct
03.561.11.07.,Kaf El Ghar,Taza,03.561.11.07.,Kaf El Ghar,35611107,35611107,Commune de Kaf El Ghar,Taza Kaf El Ghar,0.522,direct
03.561.11.09.,Msila,Taza,03.561.11.09.,Msila,35611109,35611109,Commune de Msila,Taza Msila,0.588,direct
03.561.11.11.,Taifa,Taza,03.561.11.11.,Taifa,35611111,35611111,Commune de Taifa,Taza Taifa,0.541,direct
03.561.11.13.,Tainaste,Taza,03.561.11.13.,Tainaste,35611113,35611113,Commune de Tainaste,Taza Tainaste (AC),0.591,direct
03.561.11.15.,Traiba,Taza,03.561.11.15.,Traiba,35611115,35611115,Commune de Traiba,Taza Traiba,0.585,direct
03.561.13.01.,Bab Boudir,Taza,03.561.13.01.,Bab Boudir,35611301,35611301,Commune de Bab Boudir,Taza Bab Boudir,0.446,direct
03.561.13.03.,Bab Marzouka,Taza,03.561.13.03.,Bab Marzouka,35611303,35611303,Commune de Bab Marzouka,Taza Bab Marzouka,0.542,direct
03.561.13.05.,Bni Lent,Taza,03.561.13.05.,Bni Lent,35611305,35611305,Commune de Bni Lent,Taza Bni Lent,0.52,direct
03.561.13.07.,Galdamane,Taza,03.561.13.07.,,35611307,35611307,Commune de Galdamane,Taza Galdamane,0.549,direct
03.561.13.09.,Meknassa Acharqia,Taza,03.561.13.09.,Meknassa Acharqia,35611309,35611309,Commune de Meknassa Acharqia,Taza Meknassa Acharqia,0.537,direct
03.561.13.11.,Meknassa Al Gharbia,Taza,03.561.13.11.,Meknassa Al Gharbia,35611311,35611311,Commune de Meknassa Al Gharbia,Taza Meknassa Al Gharbia,0.565,direct
03.561.13.13.,Oulad Chrif,Taza,03.561.13.13.,Oulad Chrif,35611313,35611313,Commune d'Oulad Chrif,Taza Oulad Chrif,0.47,direct
03.561.13.15.,Maghraoua,Taza,03.561.13.15.,Maghraoua,35611315,35611315,Commune de Maghraoua,Taza Maghraoua,0.46,direct
03.591.01.01.,Moulay Yacoub (Mun.),Moulay Yacoub,03.591.01.01.,Moulay Yacoub (M),35910101,35910101,Commune de Moulay Yacoub,Moulay Yacoub Moulay Yacoub (M),0.65,direct
03.591.03.01.,Ain Chkef,Moulay Yacoub,03.591.03.01.,Ain Chkef,35910103,35910103,Commune d'Ain Chkef,Moulay Yacoub Ain Chkef,0.565,direct
03.591.03.03.,Mikkes,Moulay Yacoub,03.591.03.03.,Mikkes,35910303,35910303,Commune de Mikkes,Moulay Yacoub Mikkes,0.485,direct
03.591.03.05.,Sebaa Rouadi,Moulay Yacoub,03.591.03.05.,Sebaa Rouadi,35910305,35910305,Commune de Sebaa Rouadi,Moulay Yacoub Sebaa Rouadi,0.571,direct
03.591.03.07.,Sebt Loudaya,Moulay Yacoub,03.591.03.07.,Sebt Loudaya,35910307,35910307,Commune de Sebt Loudaya,Moulay Yacoub Sebt Loudaya,0.484,direct
03.591.05.01.,Ain Bou Ali,Moulay Yacoub,03.591.05.01.,Ain Bou Ali,35910501,35910501,Commune d'Ain Bou Ali,Moulay Yacoub Ain Bou Ali,0.515,direct
03.591.05.02.,Ain Kansra,Moulay Yacoub,03.591.05.02.,,35910502,35910502,Commune d'Ain Kansara,Moulay Yacoub Ain Kansra,0.549,direct
03.591.05.03.,Laajajra,Moulay Yacoub,03.591.05.03.,Laajajra,35910503,35910503,Commune de Laajajra,Moulay Yacoub Laajajra,0.461,direct
03.591.05.05.,Louadaine,Moulay Yacoub,03.591.05.05.,Louadaine,35910505,35910505,Commune de Louadaine,Moulay Yacoub Louadaine,0.479,direct
03.591.05.07.,Oulad Mimoun,Moulay Yacoub,03.591.05.07.,Oulad Mimoun,35910507,35910507,Commune d'Oulad Mimoun,Moulay Yacoub Oulad Mimoun,0.461,direct
03.591.05.09.,Sidi Daoud,Moulay Yacoub,03.591.05.09.,Sidi Daoud,35910509,35910509,Commune de Sidi Daoud,Moulay Yacoub Sidi Daoud,0.453,direct
04.281.01.01.,Kénitra (Mun.),Kénitra,04.281.01.01.,Kénitra (M),42810101,42810101,Commune de Kénitra,Kénitra Kénitra (M),0.702,direct
04.281.01.05.,Mehdya (Mun.),Kénitra,04.281.01.05.,Mehdya (M),42810105,42810105,Commune de Mehdya,Kénitra Mehdya (M),0.606,direct
04.281.01.11.,Souk El Arbaa (Mun.),Kénitra,04.281.01.11.,Souk El Arbaa (M),42810111,42810111,Commune de Souk El Arbaa,Kénitra Souk El Arbaa (M),0.665,direct
04.281.03.01.,Ameur Seflia,Kénitra,04.281.03.01.,Ameur Seflia,42810301,42810301,Commune d'Ameur Seflia,Kénitra Ameur Seflia,0.502,direct
04.281.03.05.,Haddada,Kénitra,04.281.03.05.,Haddada,42810305,42810305,Commune de Haddada,Inégalit é Kénitra Haddada,0.44,direct
04.281.03.11.,Ouled Slama,Kénitra,04.281.03.11.,Ouled Slama,42810311,42810311,Commune d'Ouled Slama,Kénitra Oulad Slama,0.583,fuzzy
04.281.03.13.,Sidi Taibi,Kénitra,04.281.03.13.,Sidi Taibi,42810113,42810113,Commune de Sidi Taibi,Kénitra Sidi Taibi,0.543,direct
04.281.05.03.,Ben Mansour,Kénitra,04.281.05.03.,Ben Mansour,42810503,42810503,Commune de Ben Mansour,Kénitra Ben Mansour,0.484,direct
04.281.05.07.,Mnasra,Kénitra,04.281.05.07.,Mnasra,42810507,42810507,Commune de Mnasra,Kénitra Mnasra,0.494,direct
04.281.05.09.,Mograne,Kénitra,04.281.05.09.,Mograne,42810509,42810509,Commune de Mograne,Kénitra Mograne,0.489,direct
04.281.05.11.,Sidi Mohamed Ben Mansour,Kénitra,04.281.05.11.,Sidi Mohamed Ben Mansour,42810511,42810511,Commune de Sidi Mohamed Benmansour,,,
04.281.07.01.,Arbaoua,Kénitra,04.281.07.01.,Arbaoua,42810701,42810701,Commune d'Arbaoua,Kénitra Arbaoua,0.53,fuzzy
04.281.07.03.,Beni Malek,Kénitra,04.281.07.03.,Beni Malek,42810703,42810703,Commune de Beni Malek,Kénitra Beni Malek,0.519,direct
04.281.07.05.,Kariat Ben Aouda,Kénitra,04.281.07.05.,Kariat Ben Aouda,42810705,42810705,Commune de Kariat Ben Aouda,Kénitra Kariat Ben Aouda,0.495,direct
04.281.07.07.,Oued El Makhazine,Kénitra,04.281.07.07.,Oued El Makhazine,42810707,42810707,Commune d'Oued El Makhazine,Kénitra Oued El Makhazine,0.575,direct
04.281.09.01.,Bahhara Ouled Ayad,Kénitra,04.281.09.01.,Bahhara Ouled Ayad,42810901,42810901,Commune de Bahhara Ouled Ayad,Kénitra Bahhara Oulad Ayad,0.436,fuzzy
04.281.09.09.,Sidi Allal Tazi,Kénitra,04.281.09.09.,Sidi Allal Tazi,42810909,42810909,Commune de Sidi Allal Tazi,Kénitra Sidi Allal Tazi,0.487,direct
04.281.09.13.,Sidi Mohamed Lahmar,Kénitra,04.281.09.13.,Sidi Mohamed Lahmar,42810913,42810913,Commune de Sidi Mohamed Lahmar,Kénitra Sidi Mohamed Lahmar,0.45,direct
04.281.09.15.,Souk Tlet El Gharb,Kénitra,04.281.09.15.,Souk Tlet El Gharb,42810915,42810915,Commune de Souk Tlet El Gharb,Kénitra Souk Tlet El Gharb,0.514,direct
04.281.11.03.,Chouafaa,Kénitra,04.281.11.03.,Chouafaa,42811103,42811103,Commune de Chouafaa,Kénitra Chouafaa,0.45,direct
04.281.11.05.,Lalla Mimouna,Kénitra,04.281.11.05.,Lalla Mimouna,42811105,42811105,Commune de Lalla Mimouna,Kénitra Lalla Mimouna,0.487,direct
04.281.11.07.,Moulay Bousselham,Kénitra,04.281.11.07.,Moulay Bousselham,42811107,42811107,Commune de Moulay Bousselham,Kénitra Moulay Bousselham (AC),0.614,direct
04.281.11.11.,Sidi Boubker El Haj,Kénitra,04.281.11.11.,Sidi Boubker El Haj,42811111,42811111,Commune de Sidi Boubker El Haj,Inégalit é Kénitra Sidi Boubker El Haj,0.558,direct
04.291.01.01.,Khémisset (Mun.),Khémisset,04.291.01.01.,Khémisset (M),42910101,42910101,Commune de Khémisset,Khemisset Khémisset (M),0.646,direct
04.291.01.03.,Rommani (Mun.),Khémisset,04.291.01.03.,Rommani (M),42910103,42910103,Commune de Rommani,Khemisset Rommani (M),0.701,direct
04.291.01.05.,Tiflet (Mun.),Khémisset,04.291.01.05.,Tiflet (M),42910105,42910105,Commune de Tiflet,Khemisset Tiflet (M),0.638,direct
04.291.01.17.,Sidi Allal El Bahraoui (Mun.),Khémisset,04.291.01.17.,Sidi Allal El Bahraoui (M),42910117,42910117,Commune de Sidi Allal El Bahraoui,Khemisset Sidi Allal El Bahraoui,0.493,direct
04.291.03.01.,Ait Mimoune,Khémisset,04.291.03.01.,Ait Mimoune,42910301,42910301,Commune d'Ait Mimoune,Khemisset Ait Mimoune,0.53,direct
04.291.03.03.,Ait Ouribel,Khémisset,04.291.03.03.,Ait Ouribel,42910303,42910303,Commune d'Ait Ouribel,Khemisset Ait Ouribel,0.533,direct
04.291.03.05.,Ait Siberne,Khémisset,04.291.03.05.,Ait Siberne,42910305,42910305,Commune d'Ait Siberne,Khemisset Ait Siberne,0.544,direct
04.291.03.07.,Ait Yadine,Khémisset,04.291.03.07.,Ait Yadine,42910307,42910307,Commune d'Ait Yadine,Khemisset Ait Yadine,0.501,direct
04.291.03.09.,El Ganzra,Khémisset,04.291.03.09.,El Ganzra,42910309,42910309,Commune d'El Ganzra,Khemisset El Ganzra,0.474,direct
04.291.03.11.,Majmaa Tolba,Khémisset,04.291.03.11.,Majmaa Tolba,42910311,42910311,Commune de Majmaa Tolba,Khemisset Majmaa Tolba,0.572,direct
04.291.03.13.,Sfassif,Khémisset,04.291.03.13.,Sfassif,42910313,42910313,Commune de Sfassif,Khemisset Sfassif,0.496,direct
04.291.03.15.,Sidi Allal Lamsadder,Khémisset,04.291.03.15.,Sidi Allal Lamsadder,42910315,42910315,Commune de Sidi Allal Lamsadder,Hajjama Khemisset Sidi Allal Lamsadder,0.561,direct
04.291.03.17.,Sidi El Ghandour,Khémisset,04.291.03.17.,,42910317,42910317,Commune de Sidi El Rhandour,Khemisset Sidi El Ghandour,0.585,direct
04.291.05.01.,Ait Ichou,Khémisset,04.291.05.01.,Ait Ichou,42910501,42910501,Commune d'Ait Ichou,Khemisset Ait Ichou,0.417,direct
04.291.05.03.,Ait Ikkou,Khémisset,04.291.05.03.,Ait Ikkou,42910503,42910503,Commune d'Ait Ikkou,Khemisset Ait Ikkou,0.544,direct
04.291.05.05.,Bouqachmir,Khémisset,04.291.05.05.,Bouqachmir,42910505,42910505,Commune de Bouqachmir,Khemisset Bouqachmir,0.384,direct
04.291.05.07.,Houderrane,Khémisset,04.291.05.07.,Houderrane,42910507,42910507,Commune de Houderrane,Khemisset Houderrane,0.493,direct
04.291.05.09.,Maaziz,Khémisset,04.291.05.09.,Maaziz,42910509,42910509,Commune de Maaziz,KHEMISSET Maaziz (AC),0.639,direct
04.291.05.11.,Oulmes,Khémisset,04.291.05.11.,Oulmes,42910511,42910511,Commune d'Oulmes,Khemisset Oulmes,0.508,direct
04.291.05.13.,Tiddas,Khémisset,04.291.05.13.,Tiddas,42910513,42910513,Commune de Tiddas,KHEMISSET Tiddas (AC),0.663,direct
04.291.07.01.,Ain Sbit,Khémisset,04.291.07.01.,Ain Sbit,42910701,42910701,Commune d'Ain Sbit,Khemisset Ain Sbit,0.551,direct
04.291.07.05.,Brachoua,Khémisset,04.291.07.05.,Brachoua,42910705,42910705,Commune de Brachoua,Khemisset Brachoua,0.561,direct
04.291.07.07.,Ezzhiliga,Khémisset,04.291.07.07.,Ezzhiliga,42910707,42910707,Commune d'Ezzhiliga,Khemisset Ezzhiliga,0.535,direct
04.291.07.09.,Jemaat Moul Blad,Khémisset,04.291.07.09.,Jemaat Moul Blad,42910709,42910709,Commune de Jemaat Moul Blad,Khemisset Jemaat Moul Blad,0.522,direct
04.291.07.11.,Laghoualem,Khémisset,04.291.07.11.,Laghoualem,42910711,42910711,Commune de Laghoualem,Khemisset Laghoualem,0.543,direct
04.291.07.13.,Marchouch,Khémisset,04.291.07.13.,Marchouch,42910713,42910713,Commune de Marchouch,Khemisset Marchouch,0.561,direct
04.291.07.15.,Moulay Driss Aghbal,Khémisset,04.291.07.15.,,42910715,42910715,Commune de My Driss Aghbal,Khemisset Moulay Driss Aghbal,0.492,direct
04.291.09.02.,Ain Johra -Sidi Boukhalkhal,Khémisset,04.291.09.02.,Ain Johra-Sidi Boukhalkhal,42910902,42910902,Commune d'Ain Johra-Sidi Boukhalkhal,Khemisset Sidi Boukhalkhal,0.465,fuzzy
04.291.09.03.,Ait Belkacem,Khémisset,04.291.09.03.,Ait Belkacem,42910903,42910903,Commune d'Ait Belkacem,Khemisset Ait Belkacem,0.526,direct
04.291.09.05.,Ait Buyahya El Hajjama,Khémisset,04.291.09.05.,,42910905,42910905,Commune d'Ait Bouyahia El Hajjama,Khemisset Ait Bouyahya El,0.625,fuzzy
04.291.09.07.,Ait Malek,Khémisset,04.291.09.07.,Ait Malek,42910907,42910907,Commune d'Ait Malek,Khemisset Ait Malek,0.534,direct
04.291.09.09.,Khemis Sidi Yahya,Khémisset,04.291.09.09.,Khemis Sidi Yahya,42910909,42910909,Commune de Khemis Sidi Yahya,Khemisset Khemis Sidi Yahya,0.619,direct
04.291.09.11.,M'qam Tolba,Khémisset,04.291.09.11.,M'qam Tolba,42910911,42910911,Commune de M'qam Tolba,Khemisset M'qam Tolba,0.508,direct
04.291.09.13.,Sidi Abderrazak,Khémisset,04.291.09.13.,Sidi Abderrazak,42910913,42910913,Commune de Sidi Abderrazak,Khemisset Sidi Abderrazak,0.525,direct
04.291.09.19.,Ait Ali ou Lahcen,Khémisset,04.291.09.19.,Ait Ali ou Lahcen,42910919,42910919,Commune d'Ait Ali Ou Lahcen,,,
04.421.01.01.,Agdal Riyad (Arrond.),Rabat,04.421.01.,,44210101,4421010,Arrondissement d'Agdal Riyad,Rabat Agdal Riyad (AR),0.82,fuzzy
04.421.01.03.,El Youssoufia (Arrond.),Rabat,04.421.01.,,44210103,4421010,Arrondissement d'El Youssoufia,Rabat El Youssoufia (AR),0.726,fuzzy
04.421.01.05.,Hassan (Arrond.),Rabat,04.421.01.,,44210105,4421010,Arrondissement de Hassan,Rabat Hassan (AR),0.776,fuzzy
04.421.01.06.,Souissi (Arrond.),Rabat,04.421.01.,,44210106,4421010,Arrondissement de Souissi,Rabat Souissi (AR),0.774,fuzzy
04.421.01.07.,Touarga (Mun.),Rabat,04.421.01.07.,Touarga (M),44210107,44210107,Commune de Touarga,Rabat Touarga (M),0.763,direct
04.421.01.09.,Yacoub El Mansour (Arrond.),Rabat,04.421.01.,,44210109,4421010,Arrondissement de Yacoub El Mansour,Rabat Yacoub El Mansour (AR),0.737,fuzzy
04.441.01.03.,Bab Lamrissa (Arrond.),Salé,04.441.01.,,44410103,4441010,Arrondissement de Bab Lamrissa,Salé Bab Lamrissa (AR),0.726,fuzzy
04.441.01.05.,Bettana (Arrond.),Salé,04.441.01.,,44410105,4441010,Arrondissement de Bettana,Salé Bettana (AR),0.739,fuzzy
04.441.01.06.,Hssaine (Arrond.),Salé,04.441.01.,,44410106,4441010,Arrondissement de Hssaine,Salé Hssaine (AR),0.719,fuzzy
04.441.01.07.,Layayda (Arrond.),Salé,04.441.01.,,44410107,4441010,Arrondissement de Layayda,Salé Layayda (AR),0.64,fuzzy
04.441.01.08.,Sidi Bouknadel (Mun.),Salé,04.441.01.08.,Sidi Bouknadel (M),44410108,44410108,Commune de Sidi Bouknadel,Salé Sidi Bouknadel,0.56,direct
04.441.01.09.,Tabriquet (Arrond.),Salé,04.441.01.,,44410109,4441010,Arrondissement de Tabriquet,Salé Tabriquet (AR),0.706,fuzzy
04.441.03.01.,Shoul,Salé,04.441.03.01.,Shoul,44410111,44410111,Commune de Shoul,Salé Shoul,0.525,direct
04.441.03.05.,Ameur,Salé,04.441.03.05.,Ameur,44410113,44410113,Commune d'Ameur,,,
04.481.01.01.,Dar Gueddari (Mun.),Sidi Kacem,04.481.01.01.,Dar Gueddari (M),44810101,44810101,Commune de Dar Gueddari,Sidi Kacem Dar Gueddari (M),0.639,direct
04.481.01.03.,Had Kourt (Mun.),Sidi Kacem,04.481.01.03.,Had Kourt (M),44810103,44810103,Commune de Had Kourt,Sidi Kacem Had Kourt (M),0.659,direct
04.481.01.05.,Jorf El Melha (Mun.),Sidi Kacem,04.481.01.05.,Jorf El Melha (M),44810105,44810105,Commune de Jorf El Melha,Sidi Kacem Jorf El Melha (M),0.652,direct
04.481.01.07.,Mechraa Bel Ksiri (Mun.),Sidi Kacem,04.481.01.07.,Mechraa Bel Ksiri (M),44810107,44810107,Commune de Mechraa Bel Ksiri,Sidi Kacem Mechra Bel Ksiri (M),0.658,fuzzy
04.481.01.11.,Sidi Kacem (Mun.),Sidi Kacem,04.481.01.11.,Sidi Kacem (M),44810111,44810111,Commune de Sidi Kacem,Sidi Kacem Sidi-Kacem (M),0.68,direct
04.481.03.01.,Ain Dfali,Sidi Kacem,04.481.03.01.,Ain Dfali,44810301,44810301,Commune d'Ain Dfali,Sidi Kacem Ain Dfali,0.539,direct
04.481.03.03.,Bni Oual,Sidi Kacem,04.481.03.03.,Bni Oual,44810303,44810303,Commune de Bni Oual,Sidi Kacem Bni Oual,0.478,direct
04.481.03.09.,Moulay Abdelkader,Sidi Kacem,04.481.03.09.,Moulay Abdelkader,44810309,44810309,Commune de Moulay Abdelkader,Sidi Kacem Moulay Abdelkader,0.494,direct
04.481.03.13.,Sidi Ahmed Benaissa,Sidi Kacem,04.481.03.13.,Sidi Ahmed Benaissa,44810313,44810313,Commune de Sidi Ahmed Benaissa,Sidi Kacem Sidi Ahmed Benaissa,0.508,direct
04.481.03.15.,Sidi Ameur Al Hadi,Sidi Kacem,04.481.03.15.,Sidi Ameur Al Hadi,44810315,44810315,Commune de Sidi Ameur Al Hadi,Sidi Kacem Sidi Ameur Al Hadi,0.472,direct
04.481.03.17.,Sidi Azzouz,Sidi Kacem,04.481.03.17.,Sidi Azzouz,44810317,44810317,Commune de Sidi Azzouz,Sidi Kacem Sidi Azzouz,0.513,direct
04.481.05.01.,Al Haouafate,Sidi Kacem,04.481.05.01.,Al Haouafate,44810501,44810501,Commune d'Al Haouafate,Inégalit é Sidi Kacem Al Haouafate,0.577,direct
04.481.05.07.,Nouirate,Sidi Kacem,04.481.05.07.,Nouirate,44810507,44810507,Commune de Nouirate,Sidi Kacem Nouirate,0.527,direct
04.481.05.09.,Sefsaf,Sidi Kacem,04.481.05.09.,Sefsaf,44810509,44810509,Commune de Sefsaf,Sidi Kacem Sefsaf,0.5,direct
04.481.07.05.,Khnichet,Sidi Kacem,04.481.07.05.,Khnichet,44810705,44810705,Commune de Khnichet,Sidi Kacem Khnichet (AC),0.612,direct
04.481.07.07.,Lamrabih,Sidi Kacem,04.481.07.07.,Lamrabih,44810707,44810707,Commune de Lamrabih,Sidi Kacem Lamrabih,0.498,direct
04.481.07.11.,Oulad Nouel,Sidi Kacem,04.481.07.11.,Oulad Nouel,44810711,44810711,Commune d'Oulad Nouel,Sidi Kacem Oulad Nouel,0.538,direct
