unit,name14,prov14,geonameid,qid,km,flag,chosen,decided_by
03.171.05.01.,Ait Boubidmane,El  Hajeb,11911289,Q2876461,3.99,False,geonames,agree
03.171.05.03.,Ait Harz Allah,El  Hajeb,6546958,Q4699243,3.41,False,geonames,agree
03.171.05.05.,Bitit,El  Hajeb,11911291,Q12198740,3.61,False,geonames,agree
03.171.05.07.,Laqsir,El  Hajeb,6546066,Q6488479,2.63,False,geonames,agree
03.171.07.01.,Ait Bourzouine,El  Hajeb,6546508,Q4699234,2.53,False,geonames,agree
03.171.07.03.,Ait Naamane,El  Hajeb,6545715,Q4699257,8.95,False,geonames,agree
03.171.07.05.,Iqaddar,El  Hajeb,6546509,Q12182392,4.28,False,geonames,agree
03.271.01.01.,Azrou (Mun.),Ifrane,11878912,Q794128,0.74,False,geonames,agree
03.271.01.03.,Ifrane (Mun.),Ifrane,11878913,Q1001887,1.31,False,geonames,agree
03.271.03.01.,Ain Leuh,Ifrane,11911299,Q540643,5.0,False,geonames,agree
03.271.03.03.,Ben Smim,Ifrane,6546219,Q20390976,2.13,False,geonames,agree
03.271.03.05.,Oued Ifrane,Ifrane,6546220,Q3358023,0.56,False,geonames,agree
03.271.03.07.,Sidi El Makhfi,Ifrane,6545702,Q22932867,16.24,False,geonames,agree
03.271.03.09.,Tigrigra,Ifrane,6545703,Q20406106,11.49,False,geonames,agree
03.271.03.11.,Timahdite,Ifrane,6545846,Q388222,1.79,False,geonames,agree
03.271.81.01.,Dayat Aoua,Ifrane,12034994,Q20395523,119.09,True,geonames,review
03.271.81.03.,Tizguite,Ifrane,6545538,Q20405880,0.0,False,geonames,agree
03.451.01.01.,Bhalil (Mun.),Sefrou,6545682,Q2294821,0.66,False,geonames,agree
03.451.01.03.,El Menzel (Mun.),Sefrou,6546992,Q2319740,0.71,False,geonames,agree
03.451.01.05.,Imouzzer Kandar (Mun.),Sefrou,6545723,Q2556989,0.48,False,geonames,agree
03.451.01.07.,Ribate El Kheir (Mun.),Sefrou,6546993,Q3430101,1.36,False,geonames,agree
03.451.01.09.,Sefrou (Mun.),Sefrou,6546442,Q1009308,0.83,False,geonames,agree
03.451.03.01.,Adrej,Sefrou,6546994,Q2824317,1.86,False,geonames,agree
03.451.03.03.,Ain Timguenai,Sefrou,6546147,Q20395392,1.3,False,geonames,agree
03.451.03.05.,Bir Tam Tam,Sefrou,6546995,Q12195486,0.75,False,geonames,agree
03.451.03.07.,Dar El Hamra,Sefrou,6545560,Q20405984,2.47,False,geonames,agree
03.451.03.09.,Ighzrane,Sefrou,6545512,Q12182367,13.11,False,geonames,agree
03.451.03.11.,Mtarnagha,Sefrou,6546996,Q20399373,0.83,False,geonames,agree
03.451.03.13.,Oulad Mkoudou,Sefrou,6546035,Q17013241,4.11,False,geonames,agree
03.451.03.15.,Ras Tabouda,Sefrou,11911306,Q3419779,3.8,False,geonames,agree
03.451.03.17.,Tafajight,Sefrou,6545506,Q3513777,7.28,False,geonames,agree
03.451.05.01.,Ain Cheggag,Sefrou,11911304,Q2876277,0.23,False,geonames,agree
03.451.05.03.,Ait Sebaa Lajrouf,Sefrou,6546998,Q16826407,5.41,False,geonames,agree
03.451.07.01.,Aghbalou Aqorar,Sefrou,6546058,Q16825974,6.78,False,geonames,agree
03.451.07.03.,Ahl Sidi Lahcen,Sefrou,6545688,Q20391685,3.57,False,geonames,agree
03.451.07.07.,Kandar Sidi Khiar,Sefrou,6546190,Q12236295,0.29,False,geonames,agree
03.451.07.09.,Laanoussar,Sefrou,6546191,Q1799331,6.15,False,geonames,agree
03.451.07.11.,Sidi YoussefBen Ahmed,Sefrou,10921618,Q17019366,0.68,False,geonames,agree
03.451.07.13.,Tazouta,Sefrou,11911301,Q20418029,3.92,False,geonames,agree
03.531.01.01.,Ghafsai (Mun.),Taounate,6546148,Q3104753,0.55,False,geonames,agree
03.531.01.03.,Karia Ba Mohamed (Mun.),Taounate,6547001,Q1169860,0.6,False,geonames,agree
03.531.01.05.,Taounate (Mun.),Taounate,6547002,Q2548730,1.86,False,geonames,agree
03.531.01.07.,Thar Es-souk (Mun.),Taounate,6545612,Q3519588,0.13,False,geonames,agree
03.531.03.01.,El Bibane,Taounate,6547003,Q12184731,0.55,False,geonames,agree
03.531.03.03.,Galaz,Taounate,6546443,Q5518168,2.43,False,geonames,agree
03.531.03.05.,Kissane,Taounate,6546149,Q12236738,4.89,False,geonames,agree
03.531.03.07.,Oudka,Taounate,6546150,Q12250843,4.8,False,geonames,agree
03.531.03.09.,Ouartzagh,Taounate,11911372,Q3358491,2.3,False,geonames,agree
03.531.03.11.,Ratba,Taounate,6546152,Q12187698,4.98,False,geonames,agree
03.531.03.13.,Sidi Haj M'hamed,Taounate,6547004,Q12217597,1.31,False,geonames,agree
03.531.03.15.,Sidi Mokhfi,Taounate,6547005,Q12217609,5.43,False,geonames,agree
03.531.03.17.,Sidi YahyaBni Zeroual,Taounate,6547006,Q12217742,1.62,False,geonames,agree
03.531.03.19.,Tabouda,Taounate,6546037,Q12201791,4.43,False,geonames,agree
03.531.03.21.,Tafrant,Taounate,11911354,Q12201992,5.56,False,geonames,agree
03.531.03.23.,Timezgana,Taounate,6547007,Q12203246,7.01,False,geonames,agree
03.531.05.01.,Bni Snous,Taounate,6547008,Q12199521,0.91,False,geonames,agree
03.531.05.03.,Bouchabel,Taounate,6546534,Q4949264,4.02,False,geonames,agree
03.531.05.07.,Jbabra,Taounate,6546179,Q6168632,0.7,False,geonames,agree
03.531.05.09.,Loulja,Taounate,6546535,Q6689625,3.72,False,geonames,agree
03.531.05.13.,Moulay Abdelkrim,Taounate,6546007,Q12246368,0.15,False,geonames,agree
03.531.05.15.,Moulay Bouchta,Taounate,11911378,Q6918958,1.53,False,geonames,agree
03.531.05.17.,Sidi El Abed,Taounate,6546180,Q12217603,4.86,False,geonames,agree
03.531.07.01.,Ain Mediouna,Taounate,6545684,Q4833287,2.58,False,geonames,agree
03.531.07.03.,Bni Oulid,Taounate,11911346,Q12199676,4.81,False,geonames,agree
03.531.07.05.,Bni Ounjel Tafraout,Taounate,6547082,Q12199678,5.5,False,geonames,agree
03.531.07.07.,Bouadel,Taounate,6546539,Q12200072,1.98,False,geonames,agree
03.531.07.09.,Bouhouda,Taounate,11911352,Q4949463,5.6,False,geonames,agree
03.531.07.11.,Fennassa Bab El Hit,Taounate,6545860,Q12231079,3.66,False,geonames,agree
03.531.07.13.,Khlalfa,Taounate,6547083,Q12182857,1.16,False,geonames,agree
03.531.07.15.,Mezraoua,Taounate,6545987,Q12242449,1.91,False,geonames,agree
03.531.07.17.,Rghioua,Taounate,6547009,Q12182900,4.54,False,geonames,agree
03.531.07.19.,Tamedit,Taounate,6547084,Q7681120,2.08,False,geonames,agree
03.531.07.21.,Zrizer,Taounate,6545988,Q12188091,1.81,False,geonames,agree
03.531.09.01.,Ain Aicha,Taounate,6547010,Q4833263,4.95,False,geonames,agree
03.531.09.03.,Ain Legdah,Taounate,6547011,Q12229157,3.28,False,geonames,agree
03.531.09.05.,Ain Maatouf,Taounate,6547012,Q12229163,2.66,False,geonames,agree
03.531.09.07.,Bouarouss,Taounate,11911375,Q4949231,4.62,False,geonames,agree
03.531.09.09.,El Bsabsa,Taounate,6547014,Q12184451,2.57,False,geonames,agree
03.531.09.11.,Messassa,Taounate,6547015,Q12242551,2.68,False,geonames,agree
03.531.09.13.,Oued Jemaa,Taounate,6547016,Q12250433,2.89,False,geonames,agree
03.531.09.15.,Oulad Ayyad,Taounate,6547017,Q16896279,5.13,False,geonames,agree
03.531.09.17.,Oulad Daoud,Taounate,6545784,Q17013226,3.88,False,geonames,agree
03.531.09.19.,Outabouabane,Taounate,11911336,Q12195309,3.02,False,geonames,agree
03.531.09.21.,Ras El Oued,Taounate,6546153,Q7294686,3.63,False,geonames,agree
03.561.01.05.,Oued Amlil (Mun.),Taza,11878971,Q580553,0.28,False,geonames,agree
03.561.01.07.,Tahla (Mun.),Taza,6547019,Q2544567,0.86,False,geonames,agree
03.561.01.11.,Taza (Mun.),Taza,6547088,Q574469,0.06,False,geonames,agree
03.561.03.01.,Ajdir,Taza,11911326,Q4699689,2.76,False,geonames,agree
03.561.03.03.,Bourd,Taza,6546455,Q16845268,4.45,False,geonames,agree
03.561.03.05.,Gzenaya Al Janoubia,Taza,6546456,Q17004047,6.19,False,geonames,agree
03.561.03.07.,Jbarna,Taza,6545570,Q17006549,6.21,False,geonames,agree
03.561.03.09.,Sidi Ali Bourakba,Taza,6546176,Q3483176,0.89,False,geonames,agree
03.561.03.11.,Tizi Ouasli,Taza,6546361,Q3529989,3.68,False,geonames,agree
03.561.07.01.,Bni Frassen,Taza,11911319,Q12199592,2.14,False,geonames,agree
03.561.07.03.,Bouchfaa,Taza,6546156,Q20416263,1.69,False,geonames,agree
03.561.07.05.,Bouhlou,Taza,11911315,Q16766449,8.61,False,geonames,agree
03.561.07.07.,Ghiata Al Gharbia,Taza,11911316,Q17003635,4.98,False,geonames,agree
03.561.07.09.,Oulad Zbair,Taza,11911317,Q3358176,1.75,False,geonames,agree
03.561.07.11.,Rbaa El Fouki,Taza,6546529,Q16862201,1.31,False,geonames,agree
03.561.09.01.,Ait Saghrouchen,Taza,6545691,Q6539397,7.1,False,geonames,agree
03.561.09.03.,Bouyablane,Taza,11911307,Q22928959,14.15,False,geonames,agree
03.561.09.07.,Matmata,Taza,6546321,Q6787693,3.05,False,geonames,agree
03.561.09.09.,Smià,Taza,6546322,Q16867021,4.74,False,geonames,agree
03.561.09.11.,Tazarine,Taza,6546139,Q16868591,4.36,False,geonames,agree
03.561.09.13.,Zrarda,Taza,11911312,Q8074757,4.95,False,geonames,agree
03.561.11.01.,Bni Ftah,Taza,6546355,Q20409024,3.3,False,geonames,agree
03.561.11.03.,Brarha,Taza,6546166,Q16845914,4.6,False,geonames,agree
03.561.11.05.,El Gouzate,Taza,6546167,Q16966952,1.4,False,geonames,agree
03.561.11.07.,Kaf El Ghar,Taza,11911323,Q17007033,1.41,False,geonames,agree
03.561.11.09.,Msila,Taza,6546169,Q17011622,0.0,False,geonames,agree
03.561.11.11.,Taifa,Taza,6547062,Q16868254,3.23,False,geonames,agree
03.561.11.13.,Tainaste,Taza,11911324,Q3516558,1.21,False,geonames,agree
03.561.11.15.,Traiba,Taza,6546039,Q16766657,2.59,False,geonames,agree
03.561.13.01.,Bab Boudir,Taza,6547064,Q20407395,3.23,False,geonames,agree
03.561.13.03.,Bab Marzouka,Taza,6547065,Q12195563,6.78,False,geonames,agree
03.561.13.05.,Bni Lent,Taza,11911318,Q12199611,2.64,False,geonames,agree
03.561.13.07.,Galdamane,Taza,6546453,Q12235795,2.28,False,geonames,agree
03.561.13.09.,Meknassa Acharqia,Taza,6547067,Q17009906,0.73,False,geonames,agree
03.561.13.11.,Meknassa Al Gharbia,Taza,6547068,Q17009915,1.49,False,geonames,agree
03.561.13.13.,Oulad Chrif,Taza,6547069,Q16860494,1.77,False,geonames,agree
03.561.13.15.,Maghraoua,Taza,11911308,Q16766656,1.94,False,geonames,agree
03.591.01.01.,Moulay Yacoub (Mun.),Moulay Yacoub,6546987,Q1950230,0.38,False,geonames,agree
03.591.03.01.,Ain Chkef,Moulay Yacoub,11911395,Q12229116,5.61,False,geonames,agree
03.591.03.03.,Mikkes,Moulay Yacoub,6546988,Q12246857,6.23,False,geonames,agree
03.591.03.05.,Sebaa Rouadi,Moulay Yacoub,11911396,Q12215290,4.23,False,geonames,agree
03.591.03.07.,Sebt Loudaya,Moulay Yacoub,6546990,Q12215323,4.16,False,geonames,agree
03.591.05.02.,Ain Kansra,Moulay Yacoub,6545722,Q27534928,4.42,False,geonames,agree
03.591.05.03.,Laajajra,Moulay Yacoub,11911394,Q12190035,3.57,False,geonames,agree
03.591.05.05.,Louadaine,Moulay Yacoub,6545503,Q12237283,2.91,False,geonames,agree
03.591.05.07.,Oulad Mimoun,Moulay Yacoub,6545504,Q12181274,1.39,False,geonames,agree
03.591.05.09.,Sidi Daoud,Moulay Yacoub,6545505,Q20389789,2.71,False,geonames,agree
04.281.01.01.,Kénitra (Mun.),Kénitra,6546897,Q478207,1.86,False,geonames,agree
04.281.01.05.,Mehdya (Mun.),Kénitra,6546240,Q598684,1.37,False,geonames,agree
04.281.01.11.,Souk El Arbaa (Mun.),Kénitra,6546900,Q2544644,1.69,False,geonames,agree
04.281.03.01.,Ameur Seflia,Kénitra,11911439,Q2368725,7.8,False,geonames,agree
04.281.03.05.,Haddada,Kénitra,6546599,Q2368779,2.41,False,geonames,agree
04.281.03.11.,Ouled Slama,Kénitra,2539194,Q2369027,96.49,True,wikidata,anchor
04.281.03.13.,Sidi Taibi,Kénitra,6546305,Q3483299,289.66,True,geonames,review
04.281.05.03.,Ben Mansour,Kénitra,11911430,Q2368983,8.02,False,geonames,agree
04.281.05.07.,Mnasra,Kénitra,6545590,Q12245176,104.73,True,geonames,review
04.281.05.09.,Mograne,Kénitra,11911434,Q2369007,4.14,False,geonames,agree
04.281.07.01.,Arbaoua,Kénitra,6545447,Q2859627,0.98,False,geonames,agree
04.281.07.03.,Beni Malek,Kénitra,6545477,Q4887904,7.48,False,geonames,agree
04.281.07.05.,Kariat Ben Aouda,Kénitra,11911427,Q2368920,5.32,False,geonames,agree
04.281.07.07.,Oued El Makhazine,Kénitra,6546125,Q2368792,6.02,False,geonames,agree
04.281.09.01.,Bahhara Ouled Ayad,Kénitra,11911433,Q4842547,1.89,False,geonames,agree
04.281.09.09.,Sidi Allal Tazi,Kénitra,11911429,Q3483181,7.73,False,geonames,agree
04.281.09.13.,Sidi Mohamed Lahmar,Kénitra,11911431,Q2369044,5.09,False,geonames,agree
04.281.09.15.,Souk Tlet El Gharb,Kénitra,6546424,Q952999,4.77,False,geonames,agree
04.281.11.05.,Lalla Mimouna,Kénitra,11911426,Q1169828,2.3,False,geonames,agree
04.281.11.07.,Moulay Bousselham,Kénitra,11911423,Q3325538,7.19,False,geonames,agree
04.281.11.11.,Sidi Boubker El Haj,Kénitra,6546910,Q7508686,2.48,False,geonames,agree
04.291.01.01.,Khémisset (Mun.),Khémisset,6546130,Q1046653,1.88,False,geonames,agree
04.291.01.03.,Rommani (Mun.),Khémisset,6545553,Q3441236,0.36,False,geonames,agree
04.291.01.05.,Tiflet (Mun.),Khémisset,6546939,Q2501786,1.47,False,geonames,agree
04.291.01.17.,Sidi Allal El Bahraoui (Mun.),Khémisset,11911855,Q3483178,4.5,False,geonames,agree
04.291.03.01.,Ait Mimoune,Khémisset,11911877,Q16740017,10.71,False,geonames,agree
04.291.03.03.,Ait Ouribel,Khémisset,6546940,Q16740015,0.76,False,geonames,agree
04.291.03.05.,Ait Siberne,Khémisset,6546941,Q16740014,7.53,False,geonames,agree
04.291.03.07.,Ait Yadine,Khémisset,6546431,Q16740013,1.63,False,geonames,agree
04.291.03.09.,El Ganzra,Khémisset,6546132,Q12191863,1.35,False,geonames,agree
04.291.03.11.,Majmaa Tolba,Khémisset,6545795,Q20422268,9.76,False,geonames,agree
04.291.03.13.,Sfassif,Khémisset,6546133,Q20415523,4.08,False,geonames,agree
04.291.03.15.,Sidi Allal Lamsadder,Khémisset,6545792,Q20389883,0.51,False,geonames,agree
04.291.03.17.,Sidi El Ghandour,Khémisset,6546942,Q20389573,5.39,False,geonames,agree
04.291.05.01.,Ait Ichou,Khémisset,6545554,Q16740003,2.73,False,geonames,agree
04.291.05.03.,Ait Ikkou,Khémisset,6546943,Q16740002,5.28,False,geonames,agree
04.291.05.05.,Bouqachmir,Khémisset,6545555,Q20417349,4.07,False,geonames,agree
04.291.05.07.,Houderrane,Khémisset,6545498,Q20384740,0.02,False,geonames,agree
04.291.05.09.,Maaziz,Khémisset,6545499,Q6721325,0.02,False,geonames,agree
04.291.05.11.,Oulmes,Khémisset,11880866,Q3087932,15.25,False,geonames,agree
04.291.05.13.,Tiddas,Khémisset,6546352,Q7800804,1.7,False,geonames,agree
04.291.07.01.,Ain Sbit,Khémisset,6546366,Q20395058,7.84,False,geonames,agree
04.291.07.05.,Brachoua,Khémisset,6546317,Q20385209,2.92,False,geonames,agree
04.291.07.07.,Ezzhiliga,Khémisset,6546318,Q20394261,1.85,False,geonames,agree
04.291.07.09.,Jemaat Moul Blad,Khémisset,6546319,Q20386271,9.03,False,geonames,agree
04.291.07.11.,Laghoualem,Khémisset,6546134,Q20413069,4.94,False,geonames,agree
04.291.07.13.,Marchouch,Khémisset,11911883,Q20424271,15.22,False,geonames,agree
04.291.07.15.,Moulay Driss Aghbal,Khémisset,6546136,Q20423125,6.89,False,geonames,agree
04.291.09.02.,Ain Johra -Sidi Boukhalkhal,Khémisset,11911856,Q123681063,10.04,False,geonames,agree
04.291.09.03.,Ait Belkacem,Khémisset,6546944,Q16739973,0.59,False,geonames,agree
04.291.09.07.,Ait Malek,Khémisset,6546050,Q20383301,0.0,False,geonames,agree
04.291.09.09.,Khemis Sidi Yahya,Khémisset,6546946,Q20402833,2.12,False,geonames,agree
04.291.09.11.,M'qam Tolba,Khémisset,6546947,Q20424492,4.43,False,geonames,agree
04.291.09.13.,Sidi Abderrazak,Khémisset,11911857,Q20389839,8.1,False,geonames,agree
04.291.09.19.,Ait Ali ou Lahcen,Khémisset,10976661,Q25454400,120.76,True,wikidata,review
04.421.01.07.,Touarga (Mun.),Rabat,6545486,Q3532767,0.86,False,geonames,agree
04.441.01.08.,Sidi Bouknadel (Mun.),Salé,6545710,Q3483204,6.29,False,geonames,agree
04.441.03.01.,Shoul,Salé,6545709,Q3482552,6.19,False,geonames,agree
04.441.03.05.,Ameur,Salé,11911945,Q2843153,3.14,False,geonames,agree
04.481.01.01.,Dar Gueddari (Mun.),Sidi Kacem,6545656,Q3015942,0.43,False,geonames,agree
04.481.01.03.,Had Kourt (Mun.),Sidi Kacem,6545478,Q3125519,0.65,False,geonames,agree
04.481.01.05.,Jorf El Melha (Mun.),Sidi Kacem,6546911,Q3183779,0.84,False,geonames,agree
04.481.01.07.,Mechraa Bel Ksiri (Mun.),Sidi Kacem,11880964,Q3303856,0.47,False,geonames,agree
04.481.01.11.,Sidi Kacem (Mun.),Sidi Kacem,6545871,Q2089594,0.65,False,geonames,agree
04.481.03.01.,Ain Dfali,Sidi Kacem,11911833,Q4697338,4.48,False,geonames,agree
04.481.03.03.,Bni Oual,Sidi Kacem,6546425,Q4931007,0.0,False,geonames,agree
04.481.03.09.,Moulay Abdelkader,Sidi Kacem,11911834,Q6918953,6.33,False,geonames,agree
04.481.03.13.,Sidi Ahmed Benaissa,Sidi Kacem,6546915,Q7508621,1.43,False,geonames,agree
04.481.03.15.,Sidi Ameur Al Hadi,Sidi Kacem,11911835,Q7508655,4.59,False,geonames,agree
04.481.03.17.,Sidi Azzouz,Sidi Kacem,6545915,Q7508659,0.0,False,geonames,agree
04.481.05.01.,Al Haouafate,Sidi Kacem,11911845,Q4703980,1.2,False,geonames,agree
04.481.05.07.,Nouirate,Sidi Kacem,11911843,Q7063828,4.55,False,geonames,agree
04.481.05.09.,Sefsaf,Sidi Kacem,6546428,Q7446089,0.58,False,geonames,agree
04.481.07.05.,Khnichet,Sidi Kacem,6545529,Q6401913,2.98,False,geonames,agree
04.481.07.07.,Lamrabih,Sidi Kacem,6545530,Q6482705,0.0,False,geonames,agree
04.481.07.11.,Oulad Nouel,Sidi Kacem,11911838,Q7110421,0.92,False,geonames,agree
04.481.07.19.,Sidi M'Hamed Chelh,Sidi Kacem,6545916,Q7508764,1.57,False,geonames,agree
04.481.07.21.,Taoughilt,Sidi Kacem,6545917,Q7684332,0.4,False,geonames,agree
04.481.09.01.,Bab Tiouka,Sidi Kacem,6546430,Q4837221,4.81,False,geonames,agree
04.481.09.03.,Bir Taleb,Sidi Kacem,6546129,Q4915563,1.01,False,geonames,agree
04.481.09.05.,Chbanate,Sidi Kacem,6546924,Q5088729,0.0,False,geonames,agree
04.481.09.07.,Selfat,Sidi Kacem,6546925,Q7448318,1.34,False,geonames,agree
04.481.09.09.,Tekna,Sidi Kacem,6545451,Q7695450,0.62,False,geonames,agree
04.481.09.11.,Zaggota,Sidi Kacem,11911840,Q8064382,5.75,False,geonames,agree
04.481.09.13.,Zirara,Sidi Kacem,11911841,Q553133,5.68,False,geonames,agree
04.481.11.03.,Dar Laaslouji,Sidi Kacem,6546426,Q5221909,7.19,False,geonames,agree
04.481.11.11.,Sidi Al Kamel,Sidi Kacem,6546429,Q7508639,3.46,False,geonames,agree
04.491.01.07.,Sidi Slimane (Mun.),Sidi Slimane,6546898,Q2359952,0.78,False,geonames,agree
04.491.01.09.,Sidi Yahya El Gharb (Mun.),Sidi Slimane,6546899,Q1169845,0.4,False,geonames,agree
04.491.03.07.,Kceibya,Sidi Slimane,6546187,Q2368809,0.03,False,geonames,agree
04.491.05.01.,Azghar,Sidi Slimane,6546186,Q2368837,1.37,False,geonames,agree
04.491.05.03.,Boumaiz,Sidi Slimane,6546902,Q12200242,3.1,False,geonames,agree
04.491.05.05.,Dar Bel Amri,Sidi Slimane,6545630,Q2369020,4.48,False,geonames,agree
04.491.05.09.,M'saada,Sidi Slimane,6546903,Q2368770,3.33,False,geonames,agree
04.491.05.11.,Ouled Ben Hammadi,Sidi Slimane,6545869,Q2368935,4.15,False,geonames,agree
04.491.05.13.,Ouled H'Cine,Sidi Slimane,11911854,Q7110404,0.58,False,geonames,agree
04.501.01.01.,Ain El Aouda (Mun.),Skhirate- Témara,6546948,Q1170305,0.38,False,geonames,agree
04.501.01.03.,Harhoura (Mun.),Skhirate- Témara,6546138,Q3127439,1.28,False,geonames,agree
04.501.01.05.,Skhirate (Mun.),Skhirate- Témara,6545719,Q1333077,1.54,False,geonames,agree
04.501.01.07.,Témara (Mun.),Skhirate- Témara,6545720,Q1635606,0.49,False,geonames,agree
04.501.01.09.,Ain Attig (Mun.),Skhirate- Témara,6546177,Q20395672,0.0,False,geonames,agree
04.501.03.01.,El Menzeh,Skhirate- Témara,6545609,Q3050074,0.34,False,geonames,agree
04.501.03.03.,Oumazza,Skhirate- Témara,6545556,Q20390004,5.72,False,geonames,agree
04.501.03.11.,Sidi Yahya Zaer,Skhirate- Témara,6545793,Q20390194,6.49,False,geonames,agree
04.501.05.03.,Mers El Kheir,Skhirate- Témara,6546432,Q3306624,0.01,False,geonames,agree
04.501.05.05.,Sabbah,Skhirate- Témara,6546320,Q3460496,0.93,False,geonames,agree
05.081.01.01.,Azilal (Mun.),Azilal,11881762,Q1934167,1.49,False,geonames,agree
05.081.01.03.,Demnate (Mun.),Azilal,6546525,Q2540234,0.97,False,geonames,agree
05.081.03.01.,Agoudi N'Lkhair,Azilal,6546526,Q4693645,3.4,False,geonames,agree
05.081.03.03.,Ait Abbas,Azilal,6546671,Q4699226,0.0,False,geonames,agree
05.081.03.05.,Ait Bou Oulli,Azilal,6546672,Q4699232,1.29,False,geonames,agree
05.081.03.07.,Ait M'Hamed,Azilal,6546367,Q4699250,4.21,False,geonames,agree
05.081.03.09.,Tabant,Azilal,11912484,Q7672893,7.41,False,geonames,agree
05.081.03.11.,Tamda Noumercid,Azilal,6546802,Q7681100,4.18,False,geonames,agree
05.081.03.13.,Zaouiat Ahansal,Azilal,11912476,Q8066337,1.74,False,geonames,agree
05.081.05.01.,Ait Taguella,Azilal,6546285,Q4699271,1.68,False,geonames,agree
05.081.05.05.,Bni Hassane,Azilal,6546804,Q4931003,2.83,False,geonames,agree
05.081.05.07.,Bzou,Azilal,11912495,Q2929225,7.28,False,geonames,agree
05.081.05.09.,Foum Jemaa,Azilal,11912494,Q1169855,7.34,False,geonames,agree
05.081.05.11.,Moulay Aissa Ben Driss,Azilal,6546043,Q6918957,0.49,False,geonames,agree
05.081.05.13.,Rfala,Azilal,6546184,Q7319944,9.52,False,geonames,agree
05.081.05.15.,Tabia,Azilal,6546806,Q7673058,2.18,False,geonames,agree
05.081.05.17.,Tanant,Azilal,11912493,Q7682288,5.67,False,geonames,agree
05.081.05.19.,Taounza,Azilal,6546408,Q7684334,1.67,False,geonames,agree
05.081.05.21.,Tisqi,Azilal,6546807,Q7809622,3.98,False,geonames,agree
05.081.09.03.,Ait Mazigh,Azilal,6545585,Q4699253,6.62,False,geonames,agree
05.081.09.07.,Ait Ouqabli,Azilal,6546813,Q4699265,3.31,False,geonames,agree
05.081.09.09.,Anergui,Azilal,6546814,Q4761709,1.17,False,geonames,agree
05.081.09.11.,Bin El Ouidane,Azilal,6546815,Q2903881,1.1,False,geonames,agree
05.081.09.13.,Isseksi,Azilal,6546287,Q6088172,0.92,False,geonames,agree
05.081.09.15.,Ouaouizeght,Azilal,11912475,Q3357934,3.77,False,geonames,agree
05.081.09.17.,Tabaroucht,Azilal,6546817,Q7672931,10.67,False,geonames,agree
05.081.09.19.,Tagleft,Azilal,6545781,Q7675285,1.2,False,geonames,agree
05.081.09.21.,Tiffert N'Ait Hamza,Azilal,6546818,Q7801272,0.82,False,geonames,agree
05.081.09.23.,Tilougguite,Azilal,11912474,Q7802949,3.73,False,geonames,agree
05.081.11.01.,Afourar,Azilal,11881778,Q1158785,4.7,False,geonames,agree
05.081.11.03.,Bni Ayat,Azilal,11912485,Q2895855,4.85,False,geonames,agree
05.081.11.05.,Ait Ouaarda,Azilal,6546812,Q4699259,1.43,False,geonames,agree
05.081.11.25.,Timoulilt,Azilal,6545817,Q7807629,0.91,False,geonames,agree
05.081.13.05.,Ait Oumdis,Azilal,6545540,Q16207821,2.16,False,geonames,agree
05.081.13.07.,Ait Tamlil,Azilal,6546674,Q4699273,3.64,False,geonames,agree
05.081.13.09.,Anzou,Azilal,6545511,Q4778477,139.76,True,geonames,review
05.081.13.17.,Sidi Yacoub,Azilal,6546409,Q15277645,4.95,False,geonames,agree
05.081.13.19.,Tidili Fetouaka,Azilal,6546810,Q7800909,4.43,False,geonames,agree
05.081.15.01.,Ait Blal,Azilal,6546396,Q4699231,1.63,False,geonames,agree
05.081.15.03.,Ait Majden,Azilal,6546808,Q2876500,6.15,False,geonames,agree
05.081.15.11.,Imlil,Azilal,6545801,Q6004240,0.59,False,geonames,agree
05.081.15.13.,Ouaoula,Azilal,6546809,Q15264695,3.61,False,geonames,agree
05.081.15.15.,Sidi Boulkhalf,Azilal,6545813,Q7508687,5.23,False,geonames,agree
05.081.15.21.,Tifni,Azilal,6545814,Q7801293,1.87,False,geonames,agree
05.091.01.01.,Béni Mellal (Mun.),Béni Mellal,6546819,Q817279,0.36,False,geonames,agree
05.091.01.03.,El Ksiba (Mun.),Béni Mellal,11881765,Q3050022,0.49,False,geonames,agree
05.091.01.07.,Kasba Tadla (Mun.),Béni Mellal,6546821,Q1734833,0.64,False,geonames,agree
05.091.01.13.,Zaouiat Cheikh (Mun.),Béni Mellal,6545818,Q3574798,1.11,False,geonames,agree
05.091.03.01.,Foum Oudi,Béni Mellal,6546822,Q12231052,0.08,False,geonames,agree
05.091.03.03.,Ouled Gnaou,Béni Mellal,6546288,Q7110403,3.3,False,geonames,agree
05.091.03.05.,Ouled M'Barek,Béni Mellal,11911911,Q3358170,1.58,False,geonames,agree
05.091.03.07.,Ouled Yaich,Béni Mellal,11911908,Q3358172,1.69,False,geonames,agree
05.091.03.09.,Sidi Jaber,Béni Mellal,11911910,Q3483238,0.32,False,geonames,agree
05.091.03.11.,Foum El Anceur,Béni Mellal,6546829,Q12231051,3.88,False,geonames,agree
05.091.05.01.,Aghbala,Béni Mellal,11881774,Q2826830,13.61,False,geonames,agree
05.091.05.05.,Boutferda,Béni Mellal,6545541,Q4950440,12.31,False,geonames,agree
05.091.05.17.,Tizi N'Isly,Béni Mellal,6545807,Q12203608,1.02,False,geonames,agree
05.091.07.03.,Ait Oum El Bekht,Béni Mellal,6545573,Q4699263,3.7,False,geonames,agree
